zero,one,two,three,four,five,six,seven,eight,nine, 
208,2,3,4,4,0,2,1,4,1,zero
0,262,1,3,0,0,4,6,1,2,one
3,0,232,7,1,1,1,0,1,0,two
5,1,5,224,0,2,2,2,2,1,three
1,2,0,0,265,1,0,0,1,0,four
1,1,1,12,1,227,0,0,0,0,five
2,3,0,0,1,0,243,0,0,2,six
3,5,0,3,0,2,0,217,4,0,seven
1,1,0,2,5,4,0,2,230,4,eight
3,1,0,0,0,0,1,0,0,250,nine
