zero,one,two,three,four,five,six,seven,eight,nine, 
206,1,3,5,5,0,2,2,4,1,zero
0,263,0,2,2,0,4,6,1,1,one
4,0,229,7,1,2,3,0,0,0,two
5,1,5,225,0,2,2,1,2,1,three
1,1,0,0,266,0,0,1,1,0,four
1,0,1,12,2,227,0,0,0,0,five
2,3,1,0,1,0,242,0,0,2,six
4,7,2,3,0,2,0,212,4,0,seven
2,3,2,2,5,4,1,1,224,5,eight
3,1,0,0,0,0,1,0,0,250,nine
