zero,one,two,three,four,five,six,seven,eight,nine, 
206,2,1,5,4,0,2,4,4,1,zero
1,259,1,3,2,0,3,8,1,1,one
4,1,227,7,1,2,3,0,1,0,two
6,1,6,222,0,2,2,1,2,2,three
3,0,0,1,265,1,0,0,0,0,four
1,0,2,10,2,228,0,0,0,0,five
3,4,1,0,0,0,240,0,0,3,six
3,4,1,3,2,3,0,215,3,0,seven
1,3,2,1,3,4,0,2,230,3,eight
4,1,0,0,0,0,1,0,0,249,nine
