Model,MAE
LASSO,0.6784419603385121
linear,0.5703496844951923
ridge,0.5716934727516033
svm_poly2,0.5508609323337404
svm_poly3,0.5410116717336115
svm_poly4,0.536239171588169
svm_rbf,0.5388843327038175
tree,0.4898461538461538
