Model,MAE
LASSO,56.70270172722752
linear,52.571427778047344
ridge,52.378748124979246
svm_poly2,42.55492554814188
svm_poly3,41.37268508749771
svm_poly4,39.64365305077554
svm_rbf,43.30995899731318
tree,42.895870281226244
