Model,MAE
LASSO,56.83195743525767
linear,52.86799438239875
ridge,52.733000538294824
svm_poly2,42.92522055741009
svm_poly3,41.80164603794885
svm_poly4,40.38477778520432
svm_rbf,43.98904288101729
tree,46.917490076851614
