Model,MAE
LASSO,56.60004874531118
linear,53.41837014497385
ridge,53.23878533612538
svm_poly2,44.75281042875367
svm_poly3,43.92896031979189
svm_poly4,43.26131113947525
svm_rbf,46.87069331095707
tree,60.21225087264948
