Model,MAE
LASSO,56.39761778931413
linear,52.40903560367795
ridge,52.168274425465064
svm_poly2,42.21162644560284
svm_poly3,40.92073910512951
svm_poly4,39.23038520859882
svm_rbf,42.86719736846702
tree,41.688903901368015
