Model,MAE
LASSO,56.82830836064528
linear,53.11061242273799
ridge,52.979806138976464
svm_poly2,42.621170093735856
svm_poly3,41.29495027826375
svm_poly4,39.677093667532915
svm_rbf,43.10880520636224
tree,40.80567519635166
