Model,MAE
LASSO,56.95362105656865
linear,52.734312742348465
ridge,52.58956414793343
svm_poly2,42.87232009533519
svm_poly3,41.689918344573286
svm_poly4,40.084476458317475
svm_rbf,43.71470420710628
tree,44.96655857316579
